date,building,source,consumption_kwh,cost_usd
2024-07-02,Building C,Grid,451.9,57.89
2024-07-02,Building D,Wind,206.77,18.05
2024-07-02,Building A,Diesel,347.78,50.53
2024-07-02,Building B,Solar,404.99,56.83
2024-07-02,Building C,Grid,400.0,36.1
2024-07-02,Building D,Grid,225.77,29.46
2024-07-02,Building A,Diesel,416.59,36.63
2024-07-02,Building B,Diesel,481.81,47.94
2024-07-02,Building C,Solar,195.37,17.37
2024-07-02,Building D,Diesel,208.67,23.91
2024-07-03,Building A,Diesel,362.04,39.45
2024-07-03,Building B,Wind,112.2,16.39
2024-07-03,Building C,Grid,222.43,26.35
2024-07-03,Building D,Diesel,289.61,39.82
2024-07-03,Building A,Diesel,87.63,11.4
2024-07-03,Building B,Grid,366.39,35.34
2024-07-03,Building C,Solar,141.48,19.74
2024-07-03,Building D,Wind,301.27,44.3
2024-07-03,Building A,Solar,76.81,8.02
2024-07-03,Building B,Grid,182.61,16.45
2024-07-03,Building C,Diesel,159.12,21.95
2024-07-03,Building D,Solar,386.15,34.06
2024-07-03,Building A,Grid,219.86,17.99
2024-07-03,Building B,Diesel,217.26,28.05
2024-07-03,Building C,Solar,264.57,32.17
2024-07-03,Building D,Grid,63.58,6.71
2024-07-04,Building A,Solar,160.27,12.96
2024-07-04,Building B,Diesel,117.37,10.89
2024-07-04,Building C,Grid,386.65,49.84
2024-07-04,Building D,Wind,261.58,34.16
2024-07-04,Building A,Diesel,401.63,51.68
2024-07-04,Building B,Wind,100.07,8.43
2024-07-04,Building C,Solar,321.88,29.66
2024-07-04,Building D,Grid,54.89,7.59
2024-07-04,Building A,Diesel,299.37,41.33
2024-07-04,Building B,Wind,369.21,40.49
2024-07-04,Building C,Grid,172.32,14.89
2024-07-04,Building D,Diesel,490.07,43.5
2024-07-04,Building A,Grid,230.18,19.32
2024-07-04,Building B,Diesel,132.66,17.54
2024-07-04,Building C,Solar,417.45,47.08
2024-07-04,Building D,Wind,343.71,37.24
2024-07-05,Building A,Diesel,124.17,16.92
2024-07-05,Building B,Diesel,137.63,12.05
2024-07-05,Building C,Solar,213.22,28.68
2024-07-05,Building D,Wind,62.62,6.25
2024-07-05,Building A,Solar,79.39,9.67
2024-07-05,Building B,Wind,134.48,12.66
2024-07-05,Building C,Solar,158.15,13.59
2024-07-05,Building D,Solar,303.68,41.09
2024-07-05,Building A,Solar,71.62,6.2
2024-07-05,Building B,Wind,53.82,5.65
2024-07-05,Building C,Wind,481.43,55.37
2024-07-05,Building D,Wind,388.33,50.79
2024-07-05,Building A,Grid,366.2,31.79
2024-07-05,Building B,Diesel,453.43,52.26
2024-07-05,Building C,Grid,60.66,8.23
2024-07-05,Building D,Diesel,313.86,43.83
2024-07-06,Building A,Wind,122.55,15.66
2024-07-06,Building B,Solar,448.34,38.8
2024-07-06,Building C,Grid,447.98,61.16
2024-07-06,Building D,Grid,395.97,36.14
2024-07-06,Building A,Wind,251.37,22.42
2024-07-06,Building B,Wind,212.14,29.68
2024-07-06,Building C,Diesel,68.01,8.83
2024-07-06,Building D,Diesel,157.6,23.61
2024-07-06,Building A,Solar,481.11,57.58
2024-07-06,Building B,Diesel,93.83,7.6
2024-07-06,Building C,Wind,296.21,43.79
2024-07-06,Building D,Solar,274.51,30.7
2024-07-06,Building A,Grid,470.33,42.94
2024-07-06,Building B,Wind,309.43,32.41
2024-07-06,Building C,Solar,130.63,17.51
2024-07-06,Building D,Wind,493.76,73.32
2024-07-07,Building A,Diesel,342.63,30.78
2024-07-07,Building B,Solar,487.26,55.63
2024-07-07,Building C,Wind,436.55,47.18
2024-07-07,Building D,Grid,248.37,28.78
2024-07-07,Building A,Wind,218.16,27.87
2024-07-07,Building B,Diesel,168.27,23.77
2024-07-07,Building C,Solar,329.28,41.18
2024-07-07,Building D,Grid,364.89,43.52
2024-07-07,Building A,Grid,433.88,43.54
2024-07-07,Building B,Grid,306.56,42.85
2024-07-07,Building C,Grid,224.7,25.25
2024-07-07,Building D,Solar,207.02,23.35
2024-07-07,Building A,Diesel,99.1,9.18
2024-07-07,Building B,Solar,462.86,66.92
2024-07-07,Building C,Diesel,139.76,14.4
2024-07-07,Building D,Wind,204.09,24.96
2024-07-08,Building A,Grid,366.03,41.48
2024-07-08,Building B,Wind,254.56,30.08
2024-07-08,Building C,Diesel,115.48,10.96
2024-07-08,Building D,Solar,494.51,66.36
2024-07-08,Building A,Solar,471.41,49.64
2024-07-08,Building B,Diesel,490.35,46.55
2024-07-08,Building C,Grid,440.61,64.63
2024-07-08,Building D,Diesel,171.43,21.34
2024-07-08,Building A,Solar,113.78,11.28
2024-07-08,Building B,Solar,184.25,23.93
2024-07-08,Building C,Diesel,286.15,36.31
2024-07-08,Building D,Wind,132.84,11.13
2024-07-08,Building A,Diesel,203.91,27.06
2024-07-08,Building B,Grid,139.37,20.34
2024-07-08,Building C,Diesel,263.97,33.85
2024-07-08,Building D,Grid,484.52,53.58
2024-07-09,Building A,Diesel,420.36,50.13
2024-07-09,Building B,Grid,85.01,10.78
2024-07-09,Building C,Grid,195.68,29.17
2024-07-09,Building D,Wind,56.38,8.05
2024-07-09,Building A,Grid,274.75,28.07
2024-07-09,Building B,Diesel,168.26,21.97
2024-07-09,Building C,Diesel,474.5,66.43
2024-07-09,Building D,Diesel,337.51,40.67
2024-07-09,Building A,Solar,148.38,22.04
2024-07-09,Building B,Diesel,363.4,48.77
2024-07-09,Building C,Diesel,147.26,13.94
2024-07-09,Building D,Grid,487.29,58.66
2024-07-09,Building A,Solar,216.62,22.85
2024-07-09,Building B,Wind,453.49,52.22
2024-07-09,Building C,Solar,364.69,45.74
2024-07-09,Building D,Diesel,236.32,24.72
2024-07-10,Building A,Diesel,285.43,38.12
2024-07-10,Building B,Solar,466.86,52.34
2024-07-10,Building C,Wind,129.6,15.76
2024-07-10,Building D,Diesel,221.7,30.85
2024-07-10,Building A,Diesel,335.35,43.31
2024-07-10,Building B,Solar,497.91,67.92
2024-07-10,Building C,Solar,90.34,7.33
2024-07-10,Building D,Diesel,96.65,12.81
2024-07-10,Building A,Solar,335.09,38.61
2024-07-10,Building B,Solar,350.47,48.93
2024-07-10,Building C,Grid,150.3,16.81
2024-07-10,Building D,Diesel,101.53,14.21
2024-07-10,Building A,Solar,207.78,28.17
2024-07-10,Building B,Diesel,235.82,32.41
2024-07-10,Building C,Diesel,53.42,5.67
2024-07-10,Building D,Grid,278.4,27.49
2024-07-11,Building A,Wind,188.33,26.97
2024-07-11,Building B,Diesel,352.99,28.34
2024-07-11,Building C,Diesel,64.7,5.29
2024-07-11,Building D,Wind,428.35,49.83
2024-07-11,Building A,Wind,200.79,29.54
2024-07-11,Building B,Diesel,158.82,23.53
2024-07-11,Building C,Grid,327.32,35.2
2024-07-11,Building D,Solar,410.6,49.46
2024-07-11,Building A,Grid,472.73,50.74
2024-07-11,Building B,Grid,231.4,23.66
2024-07-11,Building C,Grid,246.83,21.47
2024-07-11,Building D,Grid,276.92,34.39
2024-07-11,Building A,Diesel,429.36,53.2
2024-07-11,Building B,Wind,426.8,38.9
2024-07-11,Building C,Wind,141.69,12.26
2024-07-11,Building D,Diesel,55.19,7.39
2024-07-12,Building A,Grid,62.52,8.1
2024-07-12,Building B,Solar,307.31,25.13
2024-07-12,Building C,Grid,492.54,61.28
2024-07-12,Building D,Wind,133.95,16.83
2024-07-12,Building A,Grid,183.62,21.57
2024-07-12,Building B,Grid,376.84,51.44
2024-07-12,Building C,Diesel,396.68,50.04
2024-07-12,Building D,Wind,87.33,7.87
2024-07-12,Building A,Solar,337.27,40.66
2024-07-12,Building B,Solar,99.92,14.48
2024-07-12,Building C,Solar,98.18,9.8
2024-07-12,Building D,Grid,91.75,10.51
2024-07-12,Building A,Wind,460.72,43.56
2024-07-12,Building B,Solar,270.97,22.09
2024-07-12,Building C,Solar,268.93,33.29
2024-07-12,Building D,Grid,359.3,38.18
2024-07-13,Building A,Wind,335.1,37.38
2024-07-13,Building B,Grid,130.91,10.57
2024-07-13,Building C,Grid,346.85,43.07
2024-07-13,Building D,Solar,102.74,10.68
2024-07-13,Building A,Wind,267.76,32.93
2024-07-13,Building B,Solar,121.27,16.0
2024-07-13,Building C,Solar,136.78,11.23
2024-07-13,Building D,Solar,283.1,37.73
2024-07-13,Building A,Grid,440.09,38.74
2024-07-13,Building B,Grid,63.27,5.68
2024-07-13,Building C,Solar,377.48,55.03
2024-07-13,Building D,Wind,173.15,16.27
2024-07-13,Building A,Solar,206.85,24.53
2024-07-13,Building B,Wind,260.17,35.55
2024-07-13,Building C,Diesel,280.7,30.31
2024-07-13,Building D,Grid,162.54,15.25
2024-07-14,Building A,Wind,482.84,42.1
2024-07-14,Building B,Wind,124.54,11.76
2024-07-14,Building C,Diesel,245.06,27.26
2024-07-14,Building D,Wind,417.15,51.56
2024-07-14,Building A,Diesel,243.19,29.11
2024-07-14,Building B,Wind,454.05,62.37
2024-07-14,Building C,Diesel,125.26,10.32
2024-07-14,Building D,Wind,314.09,31.58
2024-07-14,Building A,Wind,229.24,20.18
2024-07-14,Building B,Wind,243.22,22.62
2024-07-14,Building C,Grid,82.69,10.42
2024-07-14,Building D,Wind,115.27,11.76
2024-07-14,Building A,Solar,193.37,15.62
2024-07-14,Building B,Wind,146.2,17.5
2024-07-14,Building C,Wind,454.43,54.22
2024-07-14,Building D,Diesel,177.63,16.85
2024-07-15,Building A,Grid,96.31,9.58
2024-07-15,Building B,Solar,308.28,38.61
2024-07-15,Building C,Diesel,193.0,19.76
2024-07-15,Building D,Grid,72.35,8.29
2024-07-15,Building A,Solar,495.62,54.26
2024-07-15,Building B,Solar,253.75,30.98
2024-07-15,Building C,Diesel,156.39,12.74
2024-07-15,Building D,Solar,339.65,47.53
2024-07-15,Building A,Solar,460.24,45.98
2024-07-15,Building B,Diesel,66.65,7.82
2024-07-15,Building C,Solar,201.83,16.38
2024-07-15,Building D,Diesel,92.8,12.64
2024-07-15,Building A,Wind,173.6,23.05
2024-07-15,Building B,Diesel,85.9,11.53
2024-07-15,Building C,Diesel,325.54,35.01
2024-07-15,Building D,Diesel,272.0,33.97
2024-07-16,Building A,Solar,429.38,62.53
2024-07-16,Building B,Solar,63.18,5.27
2024-07-16,Building C,Solar,112.43,16.81
2024-07-16,Building D,Diesel,151.85,13.08
2024-07-16,Building A,Wind,417.27,49.08
2024-07-16,Building B,Solar,470.35,66.21
2024-07-16,Building C,Wind,447.49,37.15
2024-07-16,Building D,Solar,476.22,40.6
2024-07-16,Building A,Wind,359.56,48.69
2024-07-16,Building B,Diesel,171.46,15.76
2024-07-16,Building C,Grid,312.55,27.63
2024-07-16,Building D,Wind,437.85,58.11
2024-07-16,Building A,Diesel,336.61,42.67
2024-07-16,Building B,Grid,310.05,39.16
2024-07-16,Building C,Wind,194.86,25.56
2024-07-16,Building D,Grid,91.31,12.2
2024-07-17,Building A,Solar,208.85,28.92
2024-07-17,Building B,Grid,346.77,45.59
2024-07-17,Building C,Grid,362.73,30.93
2024-07-17,Building D,Diesel,77.12,6.24
2024-07-17,Building A,Grid,260.67,27.88
2024-07-17,Building B,Diesel,97.04,9.18
2024-07-17,Building C,Wind,392.22,39.94
2024-07-17,Building D,Diesel,344.88,48.06
2024-07-17,Building A,Solar,461.36,43.97
2024-07-17,Building B,Wind,223.51,24.96
2024-07-17,Building C,Grid,401.01,37.36
2024-07-17,Building D,Wind,240.39,30.78
2024-07-17,Building A,Solar,116.28,16.43
2024-07-17,Building B,Solar,158.25,22.56
2024-07-17,Building C,Grid,170.04,19.27
2024-07-17,Building D,Diesel,208.38,18.4
2024-07-18,Building A,Solar,209.49,19.87
2024-07-18,Building B,Diesel,275.99,31.89
2024-07-18,Building C,Solar,248.6,26.32
2024-07-18,Building D,Solar,341.88,44.87
2024-07-18,Building A,Diesel,137.27,12.8
2024-07-18,Building B,Grid,317.32,37.15
2024-07-18,Building C,Diesel,283.38,24.84
2024-07-18,Building D,Solar,340.86,50.15
2024-07-18,Building A,Grid,101.83,14.53
2024-07-18,Building B,Wind,157.45,18.46
2024-07-18,Building C,Wind,151.91,18.75
2024-07-18,Building D,Diesel,226.36,19.71
2024-07-18,Building A,Wind,272.83,25.09
2024-07-18,Building B,Grid,206.43,20.68
2024-07-18,Building C,Wind,380.25,32.93
2024-07-18,Building D,Diesel,382.59,53.44
2024-07-19,Building A,Grid,126.6,16.17
2024-07-19,Building B,Grid,134.3,19.2
2024-07-19,Building C,Grid,483.01,61.16
2024-07-19,Building D,Diesel,200.32,18.51
2024-07-19,Building A,Wind,446.57,41.06
2024-07-19,Building B,Solar,317.3,46.92
2024-07-19,Building C,Solar,269.74,26.25
2024-07-19,Building D,Solar,70.33,5.71
2024-07-19,Building A,Wind,425.91,49.73
2024-07-19,Building B,Grid,389.75,52.33
2024-07-19,Building C,Solar,187.07,24.61
2024-07-19,Building D,Diesel,270.8,28.31
2024-07-19,Building A,Wind,348.53,34.07
2024-07-19,Building B,Diesel,56.1,5.87
2024-07-19,Building C,Wind,451.12,60.55
2024-07-19,Building D,Diesel,100.74,12.9
2024-07-20,Building A,Solar,116.56,12.67
2024-07-20,Building B,Grid,346.72,31.18
2024-07-20,Building C,Diesel,63.91,7.7
2024-07-20,Building D,Diesel,211.74,27.97
2024-07-20,Building A,Grid,464.29,49.42
2024-07-20,Building B,Solar,484.45,68.5
2024-07-20,Building C,Diesel,494.3,69.86
2024-07-20,Building D,Grid,169.39,21.6
2024-07-20,Building A,Wind,225.96,24.68
2024-07-20,Building B,Wind,189.2,15.68
2024-07-20,Building C,Wind,425.38,37.69
2024-07-20,Building D,Diesel,305.0,41.32
2024-07-20,Building A,Wind,179.78,26.58
2024-07-20,Building B,Diesel,467.25,42.19
2024-07-20,Building C,Grid,285.43,28.62
2024-07-20,Building D,Grid,186.64,18.7
2024-07-21,Building A,Wind,57.02,4.73
2024-07-21,Building B,Wind,421.46,37.36
2024-07-21,Building C,Diesel,187.62,20.66
2024-07-21,Building D,Solar,72.46,6.5
2024-07-21,Building A,Wind,403.37,46.44
2024-07-21,Building B,Grid,479.16,62.25
2024-07-21,Building C,Grid,498.16,46.71
2024-07-21,Building D,Solar,180.86,14.88
2024-07-21,Building A,Wind,161.93,20.65
2024-07-21,Building B,Diesel,240.15,35.47
2024-07-21,Building C,Solar,451.87,65.26
2024-07-21,Building D,Wind,127.99,14.14
2024-07-21,Building A,Wind,411.97,36.97
2024-07-21,Building B,Grid,162.51,17.74
2024-07-21,Building C,Grid,185.48,15.95
2024-07-21,Building D,Diesel,295.62,31.43
2024-07-22,Building A,Diesel,93.22,10.89
2024-07-22,Building B,Wind,276.72,35.41
2024-07-22,Building C,Wind,260.77,28.67
2024-07-22,Building D,Diesel,482.65,54.2
2024-07-22,Building A,Solar,480.87,52.64
2024-07-22,Building B,Grid,326.84,33.07
2024-07-22,Building C,Grid,311.15,33.02
2024-07-22,Building D,Wind,74.09,10.31
2024-07-22,Building A,Grid,231.32,18.6
2024-07-22,Building B,Diesel,427.64,36.75
2024-07-22,Building C,Wind,423.45,53.14
2024-07-22,Building D,Wind,317.45,43.66
2024-07-22,Building A,Diesel,360.77,50.69
2024-07-22,Building B,Solar,383.21,48.75
2024-07-22,Building C,Solar,365.71,42.47
2024-07-22,Building D,Diesel,111.38,15.89
2024-07-23,Building A,Grid,185.4,18.87
2024-07-23,Building B,Solar,412.53,51.01
2024-07-23,Building C,Grid,101.62,8.13
2024-07-23,Building D,Solar,283.92,27.63
2024-07-23,Building A,Solar,263.18,36.4
2024-07-23,Building B,Diesel,225.82,32.7
2024-07-23,Building C,Wind,232.05,34.53
2024-07-23,Building D,Grid,428.77,50.71
2024-07-23,Building A,Diesel,436.69,53.8
2024-07-23,Building B,Diesel,115.81,9.44
2024-07-23,Building C,Grid,418.35,52.72
2024-07-23,Building D,Grid,280.18,36.14
2024-07-23,Building A,Grid,264.27,26.51
2024-07-23,Building B,Solar,481.59,55.15
2024-07-23,Building C,Wind,226.04,29.12
2024-07-23,Building D,Solar,258.78,35.44
2024-07-24,Building A,Grid,62.59,7.01
2024-07-24,Building B,Diesel,54.96,5.56
2024-07-24,Building C,Diesel,69.18,9.93
2024-07-24,Building D,Grid,260.56,34.03
2024-07-24,Building A,Wind,54.1,4.93
2024-07-24,Building B,Grid,206.98,26.79
2024-07-24,Building C,Diesel,280.87,25.9
2024-07-24,Building D,Grid,208.34,27.16
2024-07-24,Building A,Wind,256.77,35.98
2024-07-24,Building B,Grid,175.25,23.38
2024-07-24,Building C,Wind,465.56,39.47
2024-07-24,Building D,Diesel,219.44,24.8
2024-07-24,Building A,Grid,309.22,44.81
2024-07-24,Building B,Wind,108.24,11.11
2024-07-24,Building C,Wind,313.02,43.23
2024-07-24,Building D,Solar,70.22,9.81
2024-07-25,Building A,Grid,154.27,19.53
2024-07-25,Building B,Diesel,470.41,53.32
2024-07-25,Building C,Grid,491.6,67.15
2024-07-25,Building D,Grid,97.44,13.8
2024-07-25,Building A,Diesel,390.12,42.68
2024-07-25,Building B,Solar,77.87,7.59
2024-07-25,Building C,Solar,431.06,36.68
2024-07-25,Building D,Wind,322.94,44.84
2024-07-25,Building A,Grid,194.52,25.08
2024-07-25,Building B,Diesel,109.95,13.7
2024-07-25,Building C,Grid,138.07,15.79
2024-07-25,Building D,Wind,151.47,19.99
2024-07-25,Building A,Diesel,416.23,56.86
2024-07-25,Building B,Grid,88.71,7.25
2024-07-25,Building C,Solar,141.59,19.36
2024-07-25,Building D,Solar,211.8,22.99
2024-07-26,Building A,Solar,203.32,25.98
2024-07-26,Building B,Diesel,135.56,12.81
2024-07-26,Building C,Diesel,275.38,28.9
2024-07-26,Building D,Grid,410.72,45.48
2024-07-26,Building A,Diesel,443.29,53.12
2024-07-26,Building B,Grid,402.07,40.56
2024-07-26,Building C,Solar,274.42,22.94
2024-07-26,Building D,Wind,60.14,8.27
2024-07-26,Building A,Wind,465.02,45.38
2024-07-26,Building B,Wind,80.58,11.36
2024-07-26,Building C,Wind,83.65,10.06
2024-07-26,Building D,Wind,229.65,19.28
2024-07-26,Building A,Solar,312.25,45.46
2024-07-26,Building B,Wind,343.95,28.29
2024-07-26,Building C,Diesel,167.4,17.31
2024-07-26,Building D,Solar,112.68,13.33
2024-07-27,Building A,Wind,465.88,58.9
2024-07-27,Building B,Solar,156.03,13.28
2024-07-27,Building C,Solar,205.63,17.47
2024-07-27,Building D,Diesel,319.17,39.22
2024-07-27,Building A,Solar,449.38,51.01
2024-07-27,Building B,Grid,171.73,14.24
2024-07-27,Building C,Solar,273.47,26.19
2024-07-27,Building D,Wind,244.18,24.72
2024-07-27,Building A,Grid,59.65,5.0
2024-07-27,Building B,Grid,290.38,40.72
2024-07-27,Building C,Solar,298.62,24.98
2024-07-27,Building D,Diesel,362.95,39.95
2024-07-27,Building A,Diesel,297.3,26.19
2024-07-27,Building B,Solar,453.72,67.5
2024-07-27,Building C,Wind,208.31,21.67
2024-07-27,Building D,Solar,157.18,13.59
2024-07-28,Building A,Solar,152.21,20.14
2024-07-28,Building B,Solar,495.92,40.19
2024-07-28,Building C,Grid,415.68,35.48
2024-07-28,Building D,Grid,247.35,24.68
2024-07-28,Building A,Wind,207.35,26.1
2024-07-28,Building B,Grid,499.14,44.46
2024-07-28,Building C,Diesel,265.42,23.51
2024-07-28,Building D,Solar,84.37,12.29
2024-07-28,Building A,Grid,272.72,35.85
2024-07-28,Building B,Wind,453.94,63.6
2024-07-28,Building C,Diesel,370.91,54.12
2024-07-28,Building D,Wind,441.04,42.82
2024-07-28,Building A,Wind,193.49,22.81
2024-07-28,Building B,Solar,74.3,10.63
2024-07-28,Building C,Diesel,175.9,16.58
2024-07-28,Building D,Grid,428.64,49.92
2024-07-29,Building A,Wind,383.86,36.37
2024-07-29,Building B,Wind,376.21,50.85
2024-07-29,Building C,Solar,490.06,63.16
2024-07-29,Building D,Diesel,478.87,39.02
2024-07-29,Building A,Solar,171.63,20.8
2024-07-29,Building B,Wind,422.23,36.28
2024-07-29,Building C,Wind,434.56,46.44
2024-07-29,Building D,Solar,438.25,46.86
2024-07-29,Building A,Solar,151.0,16.09
2024-07-29,Building B,Diesel,289.62,36.56
2024-07-29,Building C,Solar,293.7,30.65
2024-07-29,Building D,Solar,459.52,61.03
2024-07-29,Building A,Wind,465.21,66.77
2024-07-29,Building B,Grid,390.76,40.59
2024-07-29,Building C,Diesel,439.58,59.25
2024-07-29,Building D,Solar,413.33,49.07
2024-07-30,Building A,Wind,436.33,63.56
2024-07-30,Building B,Diesel,240.73,31.38
2024-07-30,Building C,Wind,123.15,13.14
2024-07-30,Building D,Grid,109.34,8.86
2024-07-30,Building A,Wind,88.49,8.63
2024-07-30,Building B,Wind,201.89,21.73
2024-07-30,Building C,Wind,212.76,26.84
2024-07-30,Building D,Solar,105.94,12.69
2024-07-30,Building A,Wind,426.2,59.38
2024-07-30,Building B,Diesel,258.23,28.61
2024-07-30,Building C,Diesel,66.65,7.01
2024-07-30,Building D,Grid,233.87,28.2
2024-07-30,Building A,Solar,174.4,21.4
2024-07-30,Building B,Wind,478.98,53.09
2024-07-30,Building C,Wind,394.69,39.2
2024-07-30,Building D,Diesel,107.25,13.31
2024-07-31,Building A,Grid,442.06,55.66
2024-07-31,Building B,Grid,101.5,8.39
2024-07-31,Building C,Diesel,310.95,25.79
2024-07-31,Building D,Grid,77.37,10.06
2024-07-31,Building A,Wind,488.88,39.66
2024-07-31,Building B,Wind,293.2,24.37
2024-07-31,Building C,Grid,207.38,17.72
2024-07-31,Building D,Diesel,100.93,8.62
2024-07-31,Building A,Grid,196.61,20.84
2024-07-31,Building B,Diesel,82.13,9.02
2024-07-31,Building C,Wind,114.39,11.77
2024-07-31,Building D,Wind,200.74,21.79
2024-07-31,Building A,Wind,261.81,38.79
2024-07-31,Building B,Solar,122.14,10.15
2024-07-31,Building C,Grid,460.34,37.65
2024-07-31,Building D,Grid,413.62,47.88
2024-08-01,Building A,Wind,472.97,50.38
2024-08-01,Building B,Solar,345.68,31.29
2024-08-01,Building C,Solar,479.83,70.58
2024-08-01,Building D,Grid,304.43,45.62
2024-08-01,Building A,Diesel,292.54,25.89
2024-08-01,Building B,Solar,323.2,40.77
2024-08-01,Building C,Diesel,192.62,18.04
2024-08-01,Building D,Wind,459.98,47.38
2024-08-01,Building A,Wind,153.9,15.7
2024-08-01,Building B,Solar,361.88,40.22
2024-08-01,Building C,Diesel,212.85,22.27
2024-08-01,Building D,Solar,461.59,58.04
2024-08-01,Building A,Grid,252.04,27.55
2024-08-01,Building B,Grid,466.57,45.33
2024-08-01,Building C,Diesel,353.35,44.74
2024-08-01,Building D,Wind,408.14,42.41
2024-08-02,Building A,Solar,86.68,9.49
2024-08-02,Building B,Grid,309.21,38.43
2024-08-02,Building C,Grid,454.94,64.31
2024-08-02,Building D,Solar,125.05,13.67
2024-08-02,Building A,Diesel,384.28,34.14
2024-08-02,Building B,Solar,425.24,34.73
2024-08-02,Building C,Grid,495.47,44.23
2024-08-02,Building D,Diesel,456.92,47.89
2024-08-02,Building A,Diesel,363.62,35.23
2024-08-02,Building B,Wind,103.56,14.79
2024-08-02,Building C,Wind,316.17,38.94
2024-08-02,Building D,Solar,83.19,12.02
2024-08-02,Building A,Diesel,459.8,57.09
2024-08-02,Building B,Diesel,180.18,20.43
2024-08-02,Building C,Grid,380.05,49.66
2024-08-02,Building D,Solar,118.52,9.55
2024-08-03,Building A,Wind,353.26,39.48
2024-08-03,Building B,Wind,247.36,28.6
2024-08-03,Building C,Wind,475.15,41.23
2024-08-03,Building D,Wind,271.98,22.68
2024-08-03,Building A,Diesel,178.37,19.07
2024-08-03,Building B,Grid,479.08,39.73
2024-08-03,Building C,Grid,243.74,24.25
2024-08-03,Building D,Wind,94.76,9.47
2024-08-03,Building A,Solar,179.53,20.48
2024-08-03,Building B,Grid,448.41,44.93
2024-08-03,Building C,Wind,494.96,65.7
2024-08-03,Building D,Grid,349.9,31.45
2024-08-03,Building A,Grid,298.47,34.51
2024-08-03,Building B,Grid,62.31,8.92
2024-08-03,Building C,Grid,53.0,7.33
2024-08-03,Building D,Solar,216.29,21.57
2024-08-04,Building A,Diesel,379.44,44.19
2024-08-04,Building B,Diesel,182.72,16.02
2024-08-04,Building C,Solar,249.98,27.56
2024-08-04,Building D,Wind,89.09,7.98
2024-08-04,Building A,Wind,379.24,33.43
2024-08-04,Building B,Wind,411.64,54.38
2024-08-04,Building C,Grid,377.31,38.82
2024-08-04,Building D,Wind,174.25,21.63
2024-08-04,Building A,Solar,368.06,37.56
2024-08-04,Building B,Solar,245.02,35.59
2024-08-04,Building C,Wind,135.68,16.16
2024-08-04,Building D,Solar,477.13,59.12
2024-08-04,Building A,Grid,111.59,11.87
2024-08-04,Building B,Grid,353.01,34.8
2024-08-04,Building C,Grid,268.03,24.95
2024-08-04,Building D,Diesel,177.17,16.64
2024-08-05,Building A,Solar,477.87,66.9
2024-08-05,Building B,Grid,51.44,4.36
2024-08-05,Building C,Grid,369.5,30.56
2024-08-05,Building D,Wind,326.02,40.48
2024-08-05,Building A,Grid,336.97,38.38
2024-08-05,Building B,Grid,445.05,61.79
2024-08-05,Building C,Wind,350.59,40.08
2024-08-05,Building D,Diesel,319.03,37.66
2024-08-05,Building A,Wind,93.44,8.21
2024-08-05,Building B,Wind,238.82,26.58
2024-08-05,Building C,Grid,348.09,30.67
2024-08-05,Building D,Diesel,480.34,60.64
2024-08-05,Building A,Wind,363.64,47.03
2024-08-05,Building B,Diesel,428.05,60.13
2024-08-05,Building C,Diesel,359.25,29.47
2024-08-05,Building D,Wind,278.37,39.61
2024-08-06,Building A,Diesel,77.36,10.37
2024-08-06,Building B,Wind,353.75,38.48
2024-08-06,Building C,Diesel,241.34,23.71
2024-08-06,Building D,Solar,170.74,22.36
2024-08-06,Building A,Wind,336.32,27.98
2024-08-06,Building B,Diesel,234.42,28.15
2024-08-06,Building C,Grid,291.21,39.19
2024-08-06,Building D,Solar,476.55,58.58
2024-08-06,Building A,Wind,108.15,12.74
2024-08-06,Building B,Solar,411.09,35.48
2024-08-06,Building C,Wind,460.5,61.56
2024-08-06,Building D,Solar,344.72,40.09
2024-08-06,Building A,Wind,290.96,43.34
2024-08-06,Building B,Diesel,436.88,41.96
2024-08-06,Building C,Grid,459.79,47.45
2024-08-06,Building D,Grid,298.83,29.11
2024-08-07,Building A,Solar,66.23,5.39
2024-08-07,Building B,Solar,275.67,37.32
2024-08-07,Building C,Solar,120.63,12.2
2024-08-07,Building D,Grid,334.2,42.83
2024-08-07,Building A,Solar,172.61,15.3
2024-08-07,Building B,Diesel,344.87,30.76
2024-08-07,Building C,Wind,437.89,37.38
2024-08-07,Building D,Diesel,59.07,7.8
2024-08-07,Building A,Grid,93.0,11.27
2024-08-07,Building B,Diesel,137.43,16.82
2024-08-07,Building C,Wind,403.15,44.25
2024-08-07,Building D,Solar,185.97,20.85
2024-08-07,Building A,Solar,168.92,21.27
2024-08-07,Building B,Diesel,219.46,24.16
2024-08-07,Building C,Grid,485.1,57.86
2024-08-07,Building D,Diesel,177.99,23.0
2024-08-08,Building A,Grid,222.08,33.21
2024-08-08,Building B,Diesel,478.16,63.78
2024-08-08,Building C,Solar,253.52,30.54
2024-08-08,Building D,Solar,228.81,22.02
2024-08-08,Building A,Wind,264.56,23.18
2024-08-08,Building B,Wind,199.6,27.28
2024-08-08,Building C,Solar,92.93,8.54
2024-08-08,Building D,Diesel,317.03,27.22
2024-08-08,Building A,Diesel,327.42,37.05
2024-08-08,Building B,Grid,76.52,8.76
2024-08-08,Building C,Diesel,190.15,19.71
2024-08-08,Building D,Grid,66.43,8.52
2024-08-08,Building A,Diesel,442.14,43.67
2024-08-08,Building B,Grid,389.77,52.86
2024-08-08,Building C,Diesel,190.86,23.98
